# Preprocessed by replacing every named entities by their label, directly in the text
science_related,scientific_claim,scientific_reference,scientific_context,tokens
1,1.0,0.0,0.0,use cookie mentality increase patient satisfaction collect more payment hashtag techblog hashtag startup url
1,1.0,1.0,1.0,study marijuana decriminalization lead decrease arrests increase youth use url
0,0.0,0.0,0.0,person person take moment watch vow stop part party country problem url
0,0.0,0.0,0.0,turkey aim welcome number people troy bid significantly increase number people disappoint historical site url
0,0.0,0.0,0.0,enter regulatory excellence awards win great work highlight public business benefit good practice awful easter pun stop open detail entry form url person url
0,0.0,0.0,0.0,handsonreinvest hashtag international hashtag realestate hashtag investor increase demand url hashtag realestate hashtag rodmrrealestate hashtag tampa hashtag florida hashtag realestate hashtag investor
1,0.0,0.0,1.0,winner number college datafest url hashtag asadatafest
0,0.0,0.0,0.0,teenager hashtag abbotslangley arrest support person part nca investigation email contain threat student receive large number uk school college read more url url
0,0.0,0.0,0.0,former state department official person sign open letter hashtag reconnectjulian url support wikileaks here url
0,0.0,0.0,0.0,government stop subsidise e sport real sport url
1,0.0,1.0,1.0,gain twice as much opponent repeat prisoner dilemma url person url
0,0.0,0.0,0.0,know need less expensive merch more tour date finally stop sleep good song url
1,0.0,1.0,1.0,just touch japan visit fukushima number most surprising thing learn non radiation relate harm often misunderstanding radiation social determinant health ignore peril so complex url url
0,0.0,0.0,0.0,unpaid internship mark privilege wow pam eddinger rock hashtag philaunite
0,0.0,0.0,0.0,person help establish proper wrist action hashtag golfswing switch kickboxe glove self coach technique number power control hashtag kickboxing glove easy work provide great feel golf swing sequence url url
1,0.0,1.0,1.0,fitness tracker url url
0,0.0,0.0,0.0,liverpool initiate talk number money portuguese midfield ace report url hashtag lfc
1,1.0,1.0,1.0,thank drs person person guidance true honor health sensors smart home devices internet medical thing opportunity dramatic improvement care lower extremity complications diabetes url url
0,0.0,0.0,0.0,wenger genius sell sanchez united stop spurs reach final genius
0,0.0,0.0,0.0,look cool moulting crab find hashtag mbioroscoff field trip hashtag plymbio url
0,0.0,0.0,0.0,uchiyama study math
0,0.0,0.0,0.0,exo l food support right now jollibee emoticon emoticon thank phixo hashtag elyxioninmanila url
0,0.0,0.0,0.0,hey here great thing person person person talk drag gender wrestler support nobodies
1,0.0,1.0,1.0,essence philosophy find do well put heart soul physic then passion bongo perhaps hashtag url
0,0.0,0.0,0.0,hashtag beaware hashtag hashtag mentalhealth hashtag spreadawareness support need hashtag yoursupportmatter hashtag mentalhealthawarenessmonth hashtag keeptalkingmh hashtag iamstigmafree url
0,0.0,0.0,0.0,person then tell moron stop riot border israel just protect
1,1.0,0.0,0.0,talk hashtag suicide increase chance go help reach help main message say person discuss mainstream medium portrayal hashtag mentalhealth issue watch video url url
0,0.0,0.0,0.0,person president budget target federal worker retiree jeopardize retirement security way treat middle class household hashtag rejectallcut
1,1.0,0.0,0.0,hashtag shame powerful emotion experience recover hashtag eatingdisorder shame seem win counter hashtag selfcompassion url url
0,0.0,0.0,0.0,chairman person process migrate fund datum new enterprise resource planning erp include beneficiary loan detail management note discrepancy loan url
1,0.0,0.0,1.0,breaking astronaut alan bean fourth man walk moon die number url
0,0.0,0.0,0.0,oh piss cotchin stop hog limelight all mighty bombers today emoticon
0,0.0,0.0,0.0,late nspku film legendary film maker person nspku you tube film nspku conference snow more snow stop tom conference huge sucess url
0,0.0,0.0,0.0,person hope meet boy really soon deserve so much so sweet beautiful person hope well really happy have fun life take thing too serious so beautiful
0,0.0,0.0,0.0,person cohen president americans know well believe press say fake news intent cause havoc
1,1.0,1.0,1.0,new study suggest ovarian hormone make drug withdrawal symptom bad woman url
1,1.0,1.0,1.0,female alcoholism time bomb url person
1,0.0,1.0,1.0,yan hong bao yi zheng fan yi wang ming zhu combinatorial method computing characteristic polynomials starlike hypergraphs url
1,1.0,1.0,1.0,glycemic control do hashtag lifestyle modification impact development cardiovascular disease patient hashtag diabete url hashtag jacc url
0,0.0,0.0,0.0,incredible scene congratulation rob person just swam english channel aid raise fund scout poldy still swim go strong follow rest incredible challenge show support here url url
0,0.0,0.0,0.0,please stop talk mexicans only one sell drug commit crime participate sex trafficking join gang url
0,0.0,0.0,0.0,holocaust survivor organize stop sharia support women march hero giving college commencement tea url
0,0.0,0.0,0.0,person trump administration make hate norm now suddenly people say just stop people bad guy same happen here enlgand brexit
0,0.0,0.0,0.0,person no honest inadequate rest affect croatia
0,0.0,0.0,0.0,late news htfp regional publisher increase cover price number weekly url url
0,0.0,0.0,0.0,global mobile group support disaster response program url
0,0.0,0.0,0.0,hashtag flashbackfriday nana ovas wedding wedding beautiful time post picture wedding hashtag flashbackfriday url url
1,1.0,0.0,0.0,good advice too many white people seem understand call police black people cause death url
0,0.0,0.0,0.0,us official directly involve helsinki summit sum plan report person person
0,0.0,0.0,0.0,also report severe flooding weber street franklin fairway url
0,0.0,0.0,0.0,disney clearing house pedophile stop give money hashtag wherearethechildren
0,0.0,0.0,0.0,ladies first preseason game boldon sports sunday kick number support edgware town ladies coop ground footscray road eltham town accadamy url
1,1.0,1.0,1.0,new study climate change cause suicide spike atlantic url
1,1.0,0.0,0.0,donate blood only help other reduce rate cancer heart disease donor help lose weight
0,0.0,0.0,0.0,hashtag trump hoodwinked develop report us israel turkey deal brunson release lead questions url
0,0.0,0.0,0.0,rain put much delivery annual constituency report renfrewshire north west hashtag erskine person url
1,1.0,1.0,1.0,current lifestyle most sleep deprive create problem mood disorder weaken immunity weight gain diabetes review number study find sleep number hour night increase risk early death number percent url
0,0.0,0.0,0.0,harvard admission suit get support asian american group url person
0,0.0,0.0,0.0,dear black community stop give person other evangelical hard time meet person thank dialogue person offer important person care want help no matter cost
1,0.0,0.0,1.0,person person love see mlcb full conference workshop genomic immunology
0,0.0,0.0,0.0,hashtag bookloversday reminder hashtag irs have number ebooks help understand taxis library card require url url
0,0.0,0.0,0.0,windsor need more people al quesnel wonderful philanthropist pledge matching challenge repair assumption church hashtag yqg hashtag philanthropy url
0,0.0,0.0,0.0,steam survey show pc gamer still mostly play low url
1,1.0,0.0,0.0,baby speak parent never know severity illness baby show minor sign struggle breathe treat emergency url
0,0.0,0.0,0.0,emoticon retweet share support person year drought person hashtag gofundme hashtag crowdfundingexposure hashtag please support url url
0,0.0,0.0,0.0,person twitter end be reality right put question be sweet right
0,0.0,0.0,0.0,person person important story camkcox shamble though andrew fix typo remind thamesgateway precursor learn url
1,1.0,1.0,1.0,brain personality provide protection emotional distress url personality trait protect individual brain symptom emotional distress namely depression anxiety hashtag psychology hashtag personality hashtag neuroscience hashtag science
0,0.0,0.0,0.0,person person person thank support also tran community preview hot af
0,0.0,0.0,0.0,person person use death john mccain bash president disgrace people there honor mccain seem be shame go pointless people disgrace embarrassment
0,0.0,0.0,0.0,huge amount interest just release more date marvel avengers sorry website error add url please try password upper low case
0,0.0,0.0,0.0,model stop traffic number hidden elements cover story url url
0,0.0,0.0,0.0,unnamed source person probably exist plan make person snap so globalist libs take claim unstable else person remain anonymous hashtag fakenew stoke again left stop
0,0.0,0.0,0.0,spiritually never triumph logic science
0,0.0,0.0,0.0,latex dress emoticon emoticon emoticon url
1,1.0,0.0,1.0,person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person person nobel laureate dr kary mullis bs agw climatology joke url
0,0.0,0.0,0.0,trump survey carolina storm damage give meal florence victim see more url click here hashtag usa hashtag news hashtag topnews hashtag eeuu hashtag ny
0,0.0,0.0,0.0,person person person indian want peace bt small favour stop d terrorism modi accept d talk bt army sopnsere terrorist kill number man
0,0.0,0.0,0.0,happen let employee pick much want pay company decide find science science technology science news science world tech tech world technology technology news technology world url
0,0.0,0.0,0.0,remember news report tv scary pharmaceutical commercial hashtag goldenage
1,1.0,0.0,0.0,state trauma cause norepinephrine imprint memory hippocampus yet remember hashtag confirmkavanaughnow url
0,0.0,0.0,0.0,phony christian sunday people support hateful administration then attend church phony period
0,0.0,0.0,0.0,number money month brand new fitness equipment deal miss month september offer number money month qualified buyer call stop store today set amazing offer url url
1,1.0,1.0,1.0,crow memorize people individual gait face url url
0,0.0,0.0,0.0,evidence support claim kavanaugh prosecutor says hashtag kavanaughconfirmation url
1,1.0,1.0,1.0,chiropractic treatment vision loss rare occurrence forceful manipulation neck link damaging side effect vision problem bleed eye find first publish case report chiropractic care lead multip url url
0,0.0,0.0,0.0,letter editor url url
0,0.0,0.0,0.0,friday night light park come celebrate senior night support rio elementary pto concession stand hashtag rioschool rio middle high school url
0,0.0,0.0,0.0,teenage fever mood
1,1.0,0.0,0.0,huffington post hashtag dramatic hashtag increase woman color candidate report be number percent increase woman color nominee congress study show url url
1,1.0,0.0,0.0,coffee drinking associated lower risk stroke emoticon url url
0,0.0,0.0,0.0,person raise number percent inflation currently high expect increase so much social security get number percent cola so ask take number percent look lean hashtag voteno hashtag uftcontract
0,0.0,0.0,0.0,person enable research development professional efficiently systematically answer wide range question hashtag omnity allow real time insight complex document set hashtag omtoken om
1,0.0,1.0,1.0,like much promote url
0,0.0,0.0,0.0,wave life sciences wve stock rating lowered bidaskclub url
1,1.0,1.0,1.0,fast fast mimic diet fmds lead wide alteration growth factor metabolite level generate environment reduce capability cancer cell adapt survive thus improve effect cancer therapy url
0,0.0,0.0,0.0,person hello just appreciate pass feedback driver order avoid happen again frustrating thank support
0,0.0,0.0,0.0,week charity week hypatia trust support promote woman achievement emoticon find more url person hashtag charitytuesday hashtag hypatiatrust url
1,0.0,0.0,1.0,major new funding race oral history project ucsd new institute arts humanities spooky event guide tonight vi khi nao reading sdsu more first person culture report url
0,0.0,0.0,0.0,check full interview person learn secret science education url
0,0.0,0.0,0.0,tomorrow cbi office nationwide congress party protest pm disgraceful attempt prevent investigation rafale scam remove cbi chief karnataka congress sevadal volunteer request congregate cbi office rt nagar url
0,0.0,0.0,0.0,dearest person please remember d millions people world love support unconditional other people try revile pls count blessing see d greatness goodness lord have wonderful sunday asia song emoticon lot love url
0,0.0,0.0,0.0,toronto police chief invitational committee present victim services toronto donation number money chamber proud support person co organization toronto url
0,0.0,0.0,0.0,great raffle go support regina softball get touch player stop see carolyn contact coach jake enter spread word hashtag yeahregal url
1,1.0,0.0,1.0,firstborn woman more likely overweight obese later bear sister accord study
0,0.0,0.0,0.0,native american tribe sue stop north dakota voter id law election url url
0,0.0,0.0,0.0,read world digital hashtag muse weekly roundup popular fine art week edition person report person rating person person more url
1,1.0,1.0,1.0,gasdermin d promotes inflammasome activation require host protection francisella novicida url url
0,0.0,0.0,0.0,spc tornado watch number status reports url
0,0.0,0.0,0.0,week today hashtag smallbusinesssaturday make plan shop local help support small business hashtag southie url
0,0.0,0.0,0.0,person too funny stop laugh so often have pause good laugh emoticon thank
0,0.0,0.0,0.0,yo person make coyote proof dog famous news url great job emoticon
0,0.0,0.0,0.0,person person know dog meat else support hashtag swatchhbharat
1,1.0,0.0,0.0,want think relationship reverse psychology shit emoticon
0,0.0,0.0,0.0,intermodal volume see annual gain november report iana logistics management url
0,0.0,0.0,0.0,worth note none down alliance manager jim carouso great like randy schriver trump syria withdrawal dismissal mattis remain principal promote confidence either
0,0.0,0.0,0.0,early august envelope contain eye only information send courier central intelligence agency white house content show number people president obama denis mcdonough susan rice avril haines url url
1,1.0,1.0,1.0,hashtag hashtag horizon hashtag radar help produce fast grow hashtag contaminate hashtag mutate hashtag food rid drink hashtag water url usaid agro horizon project experiment nasa url
0,0.0,0.0,0.0,person person person person machado yankee harper rather go elsewhere phillie place team think
0,0.0,0.0,0.0,trump demand report waste fraud afghanistan lock url person
1,1.0,0.0,0.0,evolution apply individual specie be benefit have certain percentage population remain outside breeding pool devote energy support clan other mean such well dotty aunt hashtag atheism url
0,0.0,0.0,0.0,person travel ban saudi arabia commit number kill journalist trump support terrorist url
0,0.0,0.0,0.0,peter ᴼᴼᴴ ᴵ ᴸᴼᵛᴱ ᵀᴴᴵˢ ᶜᴴᴬᴿᴬᶜᵀᴱᴿ show kill character peter ᴶᴼᴷᴱˢ ᵞᴼᵁ ᴵ ᴸᴵᴱᴰ show resurrect character peter ᴵ ᴸᴵᴱᴰ show kill character again peter stop do opposite viewer want
0,0.0,0.0,0.0,tsa go strike pointless need organize work stoppage happen organically anyway job entail pay invariably people stop show job exist
0,0.0,0.0,0.0,kid wear sunglass support classmate battle eye cancer url
0,0.0,0.0,0.0,imagine black publicly announce love n support jeffrat stone url
1,0.0,1.0,1.0,great article process archival research url
1,1.0,0.0,1.0,person read cardiac mri study marathon runner concern think possible thin bone well progressive myocardial scar tissue deposit concern support case varied exercise cross training
0,0.0,0.0,0.0,difficult path stop properly bestow blessing
1,1.0,1.0,1.0,study deactivate facebook account good mental health url
0,0.0,0.0,0.0,houston fan really mad kobe tell truth
0,0.0,0.0,0.0,computer contact lens allow record video surf web facial object recognition take photo url person
1,1.0,1.0,1.0,place stigma really important determinant sustainer health wellbeing inequality emphasise recently evidence house lords select committee regenerate seaside town person person url person
0,0.0,0.0,0.0,person either secretly hope draw other then reggie just want see many people want valentine day
0,0.0,0.0,0.0,person nc play hard hang tough half queens great talented team pull away half guy keep play hard team process building champions
0,0.0,0.0,0.0,go go live chill marble stream number make sure stop by watch marble winnnn
0,0.0,0.0,0.0,trump loyalty obsession lead obstruction case url
0,0.0,0.0,0.0,new senior us justice dept official report us attorney general receive report special counsel mueller end next week incorrect
0,0.0,0.0,0.0,applaud go hashtag nit srinagar hindu student all d country beat unfurl hashtag nationalflag priority go jnu support want break india person need applaud url
0,0.0,0.0,0.0,excellent point person hypocrisy astounding be people country still support thinking emoticon emoticon url
0,0.0,0.0,0.0,please send caffeine off london town today double show day lot foodie treat catch up card url url
1,0.0,1.0,1.0,modelling demand side energy policies climate change mitigation uk url
0,0.0,0.0,0.0,do number cover up ex boyfriend name today people need smarten fuck stop get boyfriend girlfriend name
0,0.0,0.0,0.0,network support technical operations centre engineer reading year basic shift allowance number percent benefit hashtag job hashtag job hashtag hiring hashtag railjobs url
0,0.0,0.0,0.0,hashtag nowhiring hashtag shuttle driver need more income deliver uber eats uber hashtag lyft hashtag postmates hashtag southdartmouth hashtag uber hashtag trucker emoticon apply now url url
0,0.0,0.0,0.0,direct consumer hashtag wine sale increase number percent number case number big grower number percent sangiovese send bottle friend order wedding oak winery shop online store url url
0,0.0,0.0,0.0,today test take moment think potential outcome respond then use process elimination make selection get hashtag shespeaks
1,1.0,0.0,0.0,please watch share powerful tedx talk apollo sevant talk social emotional learning anti bullying workshop lead reduction school bullying violence video here url
1,1.0,0.0,0.0,rt helluva drug
0,0.0,0.0,0.0,currently queensland seem fair bit support terrorist anning number bloke say more fuck wrong place
0,0.0,0.0,0.0,person person person fact scientist sister ooh superpower know man though batman well strategist fighter technique wise tough
0,0.0,0.0,0.0,emoticon account stop so please report suspend block rt ask army url
0,0.0,0.0,0.0,caq anti hijab bill affect quebecer weekend column person url hashtag qcpoli hashtag polqc hashtag assnat
0,0.0,0.0,0.0,epic brand content effort promote person person person person url hashtag ad emoticon emoticon emoticon emoticon
0,0.0,0.0,0.0,hashtag colombia poor grid isolate community receive support roll out domestic hashtag solarpv new rule unveil energy ministry emoticon emoticon hashtag solarisnow hashtag globaldev hashtag colombiahumana url
1,1.0,1.0,1.0,tourist watch number green turtle release wild indonesia bali island turtle list endangered rescue wildlife smuggler number turtle kill southeast asia particularly bali year wwf report url
1,1.0,1.0,1.0,corruption science contributes collapse modern civilization publication prejudice fraud deceptive favoritism decade scientific prejudice bias outright deceit endemic peer review scientific literature especially medical psychiatry url
1,0.0,0.0,1.0,rt person person announce investigative grant report hashtag publichealth inr month reporting assignment freedom publish medium house choice apply line start april url url
0,0.0,0.0,0.0,aww number moon also go support jongdae cute emoticon url
0,0.0,0.0,0.0,join summer digital classicist london seminar series url attend person check youtube channel url hashtag digiclass hashtag digitalhumanitie
1,1.0,0.0,0.0,person smoking cannabis help control nausea come chemotherapy drug
0,0.0,0.0,0.0,person lol nuh bus stop mean
1,1.0,0.0,1.0,biotechnology efficient stem cells grow animals url url
1,1.0,1.0,1.0,url people use marijuana need more anesthesia medical procedure endoscopy colonoscopy new study find need number percent more fentanyl number percent more midazolam number percent more propofol hashtag sciencenews url
1,1.0,1.0,1.0,person primary infection dengue hashtag zika virus affect severity heterologous secondary infection macaque url url
0,0.0,0.0,0.0,baby boy literally number stop do concept
0,0.0,0.0,0.0,very warm hashtag welcome player family friend fan person support staff arrive person hashtag essocup hashtag national female midget hashtag hockey hashtag championship run april url hashtag discoversudbury hashtag thingstodoinsudbury url
0,0.0,0.0,0.0,fan ask jinsung kim bin really camera jinsung reply sing well study hard handsome bin reply story jung jinsung somewhat pretentious url
0,0.0,0.0,0.0,get turn porn guy bust head shit lie
0,0.0,0.0,0.0,facebook twitter suspend account dissident irish republican party saoradh have support paramilitary new ira url
0,0.0,0.0,0.0,person terrible here liverpool be report plant pot fall west derby
1,0.0,0.0,1.0,person person palm person url use successfully purpose non parametric route highly recommend piece remarkably powerful statistical inference software
0,0.0,0.0,0.0,person dems need get tough fight dirty just republicans always do crisis mode drop glove stop so polite
0,0.0,0.0,0.0,unitedhealthcare help support moms babies health before delivery new bundled payment program maternity care bundle payment program launch care provider new jersey texas plan expand number url
0,0.0,0.0,0.0,person stop listen sad shit
1,0.0,0.0,1.0,join franklin first umc bioblitz saturday may franklin first umc main campus here scientist family student teacher community work together get snapshot wild space acre campus register url url
1,1.0,1.0,1.0,newly discover specie scansoriopterygid dinosaur bat like wing describe nature speciman provide further evidence dinosaur closely related bird experiment different wing structure origin flight url url
0,0.0,0.0,0.0,person person sad be reason share stop look brownie point
0,0.0,0.0,0.0,person person person person truth person person hashtag scheduledcaste atrocity conspiracy partner person person person fraud r person support url person person person person person hashtag worstplacetowork hashtag scstact
0,0.0,0.0,0.0,only tory government cut number police officer sit back watch crime soar then proudly announce recruitment number police officer big increase police officer number year url
0,0.0,0.0,0.0,hashtag nltraffic hashtag duck encounter brief traffic stop cbs bypass road evening big shout wonderful police officer emoticon emoticon emoticon url
0,0.0,0.0,0.0,new call duty video game encourage support white helmets url
0,0.0,0.0,0.0,total number money raise hashtag assembly support pikangikum miigwech support person person person url
1,1.0,0.0,0.0,strong relationship lead strong community strong community make america america read full story successbeyond front lines person url hashtag goruck url
1,1.0,0.0,0.0,person play early year so important almost complete disappearance unregulated unmonitored unsupervised free play childhood key driver increase mental health issue school help more unsupervised play long break long lunch
1,0.0,1.0,1.0,quote observe year old shaman have mortar cake cannabis remarkable find end quote url
0,0.0,0.0,0.0,soccer aid number squad millionaire kick ball ask work class support charity baffle
0,0.0,0.0,0.0,person true other carnival week more long just seem so rush
1,1.0,0.0,0.0,kefir health benefit kefir milk grains last indefinitely kefir evidence suggest probiotic alleviate many digestive problem incl irritable bowel syndrome ulcer pylori infection buy here url url
0,0.0,0.0,0.0,teacher want do old normal kid doctor pilot engineer weebs want knock truck die send isekai world have harem girl url
0,0.0,0.0,0.0,person person person have do discrimination section state ban people political opinions emoticon url facebook number conservative ban number liberal ban maybe open book sometime url
0,0.0,0.0,0.0,side effect alcohol plastic surgery emoticon
1,1.0,0.0,0.0,un eu propaganda socialist medium compare number datum build surface datum tamper temperature database fact france have record number c heat wave similar high temperature spain url
0,0.0,0.0,0.0,really wish be way stop pain
0,0.0,0.0,0.0,person number peter kjv choose generation royal priesthood holy nation peculiar people ye
1,1.0,0.0,0.0,come immigration often leave conversation united states weak gun law only put american life risk drive illegal gun trafficking violence latin america url
0,0.0,0.0,0.0,hashtag uswnt deserve equal pay man beat under boy team pay ability reward performance promote merit year old boy more able team fact care feeling url
0,0.0,0.0,0.0,emoticon say great big world emoticon never stop sad dandelion hand emoticon latch smith emoticon supermarket flower ed sheeran
1,0.0,1.0,1.0,person report release today present first time comprehensive overview cia black site network draw new datum derive unprecedented analysis senate committee study cia detention url
1,1.0,1.0,1.0,also add pile evidence thr neurological study poverty affect brain as shiwn below unprecedented study show much impact environment make url
1,0.0,1.0,1.0,post blog person person study bundle improve outcome patient community acquire pneumonia url
0,0.0,0.0,0.0,emoticon emoticon willy wonka star denise nickerson take life support url
0,0.0,0.0,0.0,new jsf page so difficult navigate
1,1.0,1.0,1.0,race ethnicity neighborhood characteristics associate bystander cardiopulmonary resuscitation pediatric url
0,0.0,0.0,0.0,person hope young man have text witness ignore cau lack proof much change title see unpaid leave enough
0,0.0,0.0,0.0,right wing fascist group support rightwe fascist surprise surprise url
0,0.0,0.0,0.0,hashtag breaking boxer collapse mgm national harbor fight die report url
0,0.0,0.0,0.0,emoticon please stop scroll emoticon get rt deal person emoticon like call fandom help out co tiddie help emoticon emoticon badly need number rt like august do rtxrt guy emoticon url
0,0.0,0.0,0.0,god week just have boy need serious massage rest god abeg let offer give boy nice treat good hotel week oh don taya oh emoticon emoticon
0,0.0,0.0,0.0,head baltimore pest control
1,0.0,1.0,1.0,person person true barely allow bathroom break abstract person summer conf available want sneak peek url
1,1.0,1.0,1.0,person person person person person person person person person person war cause indoctrination territorial indoctrination argentina almost lead war chile lead falklands war falklands argentina imaginary territory number url
1,0.0,1.0,1.0,person write year ago person sadly even more relevant today number reform address mass shooting number dedicate federal funding research number universal background check number ban assault weapon number regulate firearm safety url
0,0.0,0.0,0.0,person person matter medium have back already cover dayton shooter support democrats warren bernie completely ignore cnn other spend airtime blame el paso trump truly sick propaganda medium
1,1.0,1.0,1.0,sensory neurogenesis depend vascular neuronal cytoneme contact blood flow url hashtag morpholino
0,0.0,0.0,0.0,news number report be roman salute only salute restrict romans universal greeting day immemorial outstreche arm open hand indicate friendship still use people distance emoticon emoticon
0,0.0,0.0,0.0,student patrol fire oakland college fail alarm hashtag number person report url url
0,0.0,0.0,0.0,mem media market share size global industry analysis trends growth factors business url hashtag business hashtag sabiz
1,1.0,1.0,1.0,person person person visualization tremendous compare day long term trend bit more nuanced datum necessarily reflect report lot medium url
0,0.0,0.0,0.0,old sister god send gift
0,0.0,0.0,0.0,letter write person person person person nrai raise issue lack transparency deep discounting abuse dominant position online delivery aggregator person report url
0,0.0,0.0,0.0,person metal technical analysis value rock more technically complicated ultimately unsustainable most people prefer j mascis interpol melody
0,0.0,0.0,0.0,person wage increment number lac public sector banks pende even year directive govt negotiate agent person settlement person person person person url
0,0.0,0.0,0.0,seem boris johnson stop implement anti democratic shutdown parliament force disastrous deal british people today person continue work other party emergency legislation stop authoritarian power grab url
0,0.0,0.0,0.0,lavender bath bitch feel shit
0,0.0,0.0,0.0,unsurprisingly almost single high charge air ambulance company list below person et al own private equity kkr amercian securities url only phi air medical aitheras url
0,0.0,0.0,0.0,imagine singe communist song british parliament disgusting labour vile nasty party url
1,1.0,1.0,1.0,million child expect take part global hashtag climatestrike today important individual action face climate change url
0,0.0,0.0,0.0,website choi siwon unicef join hand stop bully viet nam url
1,1.0,1.0,1.0,load sport drink stay hydrated want reconsider read study find coca cola actually more hydrating powerade most effective hydration option oral rehydration solution milk url url
1,0.0,1.0,1.0,person agree more kudo person speak hashtag mannkibaat hashtag vapefreefuture url
1,0.0,0.0,1.0,person host frontotemporal dementia ftd information support day families carers hear academic late research support service hashtag usydbmc url
0,0.0,0.0,0.0,person there person person press conference reporter ask pay respond always respond support legalize expanded gaming put medical marijuana ballot additional resource must hashtag kygov
0,0.0,0.0,0.0,hashtag ecuador transport firm end strike fuel subsidy annulment report url
1,0.0,0.0,1.0,hashtag mentalhealthawarenessweek prof john sheehan consultant perinatal psychiatry speak manage depression bipolar disorder pregnancy postpartum period person conference sat clinician public alike url url
0,0.0,0.0,0.0,thing change friend leave life stop
1,1.0,1.0,1.0,scientist identify molecule help cell survive thrive early earth url person
0,0.0,0.0,0.0,relationship lot life get put url
0,0.0,0.0,0.0,president say guy give rex pitch wapo match report oval office meeting trump pressure kill case giuliani client reza zarrab preet bharara advise look case very carefully url
1,1.0,0.0,0.0,very first statnews byline men breast hashtag cancer have number high mortality rate woman condition advocacy group push awareness education help combat very first statnews byline men breast url
0,0.0,0.0,0.0,person person number percent increase advance voting campus compare day advance vote get voter exit last few day happen canada hashtag ppc hashtag ppcmajority hashtag hashtag ppc hashtag url
0,0.0,0.0,0.0,person person person alone take time pattern recognition often become visible nts only long game hindsight
0,0.0,0.0,0.0,hashtag rcb become first hashtag ipl team have woman support staff member hashtag hashtag yellove hashtag whistlepodu emoticon emoticon hashtag csk hashtag mi hashtag rcb hashtag virat hashtag kohli hashtag dhoni hashtag hashtag iplmeme hashtag cricket hashtag cricketlover hashtag india hashtag cskreturn url
1,1.0,0.0,0.0,impressive new surf lake bristol generate number wave hour number percent power renewable url
1,1.0,0.0,0.0,repeat maps no maps belong only comfirme establish bias anti group thus hurt growth pedophilia form mental disorder treatable pedos oppress have right protect
0,0.0,0.0,0.0,crook give psychological test url
0,0.0,0.0,0.0,truth untold stop play light turn green url
0,0.0,0.0,0.0,jfc oppose system judicial election general rule stop have election just voter elect democrats url
0,0.0,0.0,0.0,hashtag stop kill animal url
0,0.0,0.0,0.0,person congressional republicans spineless democrats care trump policy aside ilhan think genocide worthy condemn
0,0.0,0.0,0.0,person stop romantize beautiful school make have internet just way let poor people behind say democratization thing happen
0,0.0,0.0,0.0,role mental illness bring discussion play role expression mental illness language white supremacy erase language race violence
0,0.0,0.0,0.0,short dow ym setup number target number stop please note message delay number min real time message please contact info person
0,0.0,0.0,0.0,country music pair well rum lead chaotic avocado
0,0.0,0.0,0.0,person person person person person stop publish fake news well journalist
1,1.0,1.0,1.0,study find indigenous child parent promote strong sense cultural identity early childhood experience well health socio emotional outcome later life url
0,0.0,0.0,0.0,person person person stop impeachment charade get work do pass usmca america
1,0.0,1.0,1.0,discover google url
1,1.0,1.0,1.0,hashtag paper no number sun pm hashtag bpdcn commonly presents setting prior concomitant hematologic malignancies patient characteristics outcomes rapidly evolving modern targeted therapy era person person person person
0,0.0,0.0,0.0,solid minority oppose impeachment partly difficulty figure exist body impartially judge charge other think election sufficient cure treasonous criminal hashtag qanon hashtag hashtag nadler
0,0.0,0.0,0.0,minister transportation rotimi amaechi say china civil engineering construction corporation donate number money m support university transportation daura katsina state url hashtag transportation hashtag nigeria
0,0.0,0.0,0.0,christmas shopping pit stop hashtag sheffieldchristmasmarket thor tipi sheffield url
0,0.0,0.0,0.0,person person person person devs svelte person check ts support work
1,1.0,1.0,1.0,have poverty crisis low unemployment url
0,0.0,0.0,0.0,winter tipples taste go treat last night emoticon worry miss next event calendar christmas market saturday pm pm get christmas shopping do early then relax mulled wine mince pie emoticon hashtag kingston url
0,0.0,0.0,0.0,christmas boxing day road lead moshi club let drink party lots games too miss december url
0,0.0,0.0,0.0,yetsuh frank managing director be ex feature person segment nyc building emission law
0,0.0,0.0,0.0,disagree fortnite win well ongoing game personally feel amount change growth ffxiv dwarf pretty hard fortnite just seem win money allow supercede tech devs great feel be well choice
0,0.0,0.0,0.0,person hashtag georgeconway fail hashtag nevertrumpers bunch hashtag losers emoticon emoticon emoticon emoticon hashtag hashtag
1,1.0,0.0,0.0,new orleans reduce homeless population number percent url
0,0.0,0.0,0.0,person person person stupid comment edit trump make cut simple stop bs research tweet emoticon
0,0.0,0.0,0.0,job staff equipment systems engineer company united technologies location chula vista california united states hashtag chula hashtag vista hashtag marine hashtag engineering hashtag job more info url
0,0.0,0.0,0.0,domino perhaps lead secretary state rubio gaetz wobble
1,1.0,1.0,1.0,armed conflict disproportionately affect child touch aspect health physical psychological url person
0,0.0,0.0,0.0,march number black nationalist convene detroit begin process secure independence us many conclude black americans well remaining hope liberation creation sovereign nation state republic new afrika rna
0,0.0,0.0,0.0,ab yrr haar gya toh haar gya isme kya ho gya yrr haar jeet life mei hoti rehti h pretend just happen sometime chill support hashtag asimriaz hashtag number
0,0.0,0.0,0.0,break democrats congress introduce bill support fourth term abortion please rt hashtag breakingnews hashtag whatilearnedtoday hashtag putthatinyourpipe url
